mouse,lesion,DAPI_count,total_host_count,B220_count,CD4_count,CD8_count,area,nonrep_tb,rep_tb,total_tb,B220_percent,CD4_percent,CD8_percent,Other_percent,B220_prop,CD4_prop,CD8_prop,DAPI_prop,DAPI_count_500,total_host_count_500,B220_count_500,CD4_count_500,CD8_count_500,RS_index,log_rep_tb,log_nonrep_tb,log_total_tb,log_RS_index,log_RS_prop,RS_prop,Vaccination,Timepoint
SAL11,L06,1050,1299,69,81,99,87786.82234,7,10,17,5.311778291,6.23556582,7.621247113,80.83140878,0.053117783,0.062355658,0.076212471,0.808314088,2.1,2.598,0.138,0.162,0.198,18.69569999,2.397895273,2.079441542,2.890371758,25.65831011,0.829614829,0.588235294,SAL,D56
SAL11,L07,307,412,19,41,45,36867.56675,12,11,23,4.611650485,9.951456311,10.9223301,74.51456311,0.046116505,0.099514563,0.109223301,0.745145631,0.614,0.824,0.038,0.082,0.09,51.17313916,2.48490665,2.564949357,3.17805383,74.73005752,0.781895708,0.47826087,SAL,D56
SAL11,L08,496,663,27,62,82,41222.17429,2,1,3,4.07239819,9.351432881,12.36802413,74.81146305,0.040723982,0.093514329,0.123680241,0.74811463,0.992,1.326,0.054,0.124,0.164,2.262443439,0.693147181,1.098612289,1.386294361,13.19237345,0.5,0.333333333,SAL,D56
SAL11,L09,6414,9050,1807,456,379,499024.0308,115,125,240,19.96685083,5.038674033,4.187845304,70.87292818,0.199668508,0.05038674,0.041878453,0.708729282,12.828,18.1,3.614,0.912,0.758,28.82536632,4.836281907,4.753590191,5.484796933,6.165976193,0.881761342,0.520833333,SAL,D56
SAL11,L10,2560,3171,208,159,254,204936.4268,2,2,4,6.55944497,5.014191107,8.010091454,80.7316304,0.06559445,0.050141911,0.080100915,0.807316304,5.12,6.342,0.416,0.318,0.508,1.261431725,1.098612289,1.098612289,1.609437912,5.075490105,0.682606194,0.5,SAL,D56
SAL11,L11,5317,8050,1917,378,451,422551.8582,84,114,198,23.8136646,4.695652174,5.602484472,66.04968944,0.238136646,0.046956522,0.056024845,0.660496894,10.634,16.1,3.834,0.756,0.902,33.38065661,4.744932128,4.442651256,5.293304825,7.022937537,0.896402585,0.575757576,SAL,D56
SAL11,L12,5309,7184,592,657,639,458233.3192,270,299,569,8.240534521,9.14532294,8.894766147,73.90033408,0.082405345,0.091453229,0.088947661,0.739003341,10.618,14.368,1.184,1.314,1.278,87.71085952,5.703782475,5.602118821,6.345636361,8.993308593,0.89885114,0.525483304,SAL,D56
SAL11,L13,456,632,26,51,102,47484.21322,6,10,16,4.113924051,8.069620253,16.13924051,72.15189873,0.041139241,0.080696203,0.161392405,0.721518987,0.912,1.264,0.052,0.102,0.204,42.19409283,2.397895273,1.945910149,2.833213344,55.24202991,0.846351821,0.625,SAL,D56
SAL12,L01,499,761,48,75,141,53439.73042,5,1,6,6.307490145,9.855453351,18.5282523,65.57161629,0.063074901,0.098554534,0.185282523,0.655716163,0.998,1.522,0.096,0.15,0.282,1.576872536,0.693147181,1.791759469,1.945910149,9.891994794,0.356207187,0.166666667,SAL,D56
SAL12,L02,8505,14673,4469,769,1020,823525.5866,347,284,631,30.45730253,5.240918694,6.951543652,57.96360662,0.304573025,0.052409187,0.069515437,0.579636066,17.01,29.346,8.938,1.538,2.04,35.19648609,5.65248918,5.85220248,6.448889394,4.245085157,0.876505835,0.450079239,SAL,D56
SAL12,L03,419,694,137,76,78,47106.0587,5,7,12,19.74063401,10.95100865,11.23919308,60.37463977,0.19740634,0.109510086,0.112391931,0.603746398,0.838,1.388,0.274,0.152,0.156,24.2074928,2.079441542,1.791759469,2.564949357,42.89299104,0.810714463,0.583333333,SAL,D56
SAL12,L04,1398,1455,28,12,17,104124.0971,1,0,1,1.924398625,0.824742268,1.16838488,96.08247423,0.019243986,0.008247423,0.011683849,0.960824742,2.796,2.91,0.056,0.024,0.034,0,0,0.693147181,0.693147181,0,0,0,SAL,D56
SAL12,L05,1097,1759,175,303,198,129505.4286,5,1,6,9.948834565,17.22569642,11.25639568,62.3649801,0.099488346,0.172256964,0.112563957,0.623649801,2.194,3.518,0.35,0.606,0.396,0.682205799,0.693147181,1.791759469,1.945910149,4.279595246,0.356207187,0.166666667,SAL,D56
SAL12,L06,356,479,80,16,32,32149.7976,1,0,1,16.70146138,3.340292276,6.680584551,74.32150313,0.167014614,0.033402923,0.066805846,0.743215031,0.712,0.958,0.16,0.032,0.064,0,0,0.693147181,0.693147181,0,0,0,SAL,D56
SAL12,L07,5261,6516,724,324,231,423791.2721,45,22,67,11.11111111,4.972375691,3.545119705,80.73971762,0.111111111,0.049723757,0.035451197,0.807397176,10.522,13.032,1.448,0.648,0.462,5.026942228,3.135494216,3.828641396,4.219507705,5.303249038,0.743094796,0.328358209,SAL,D56
SAL12,L08,1074,1419,84,155,111,105083.6433,3,0,3,5.919661734,10.92318534,7.822410148,75.68710359,0.059196617,0.109231853,0.078224101,0.756871036,2.148,2.838,0.168,0.31,0.222,0,0,1.386294361,1.386294361,0,0,0,SAL,D56
SAL12,L09,1276,1576,108,87,108,107564.1371,9,13,22,6.852791878,5.520304569,6.852791878,80.96446701,0.068527919,0.055203046,0.068527919,0.80964467,2.552,3.152,0.216,0.174,0.216,20.16356458,2.63905733,2.302585093,3.135494216,22.80252428,0.841671886,0.590909091,SAL,D56
